"Nummer","Datum","Art","Geschäft","URL","Date"
"532/2015","07.07.2015","Motion","Motion 532/2015 von Ursula Räuftlin (Grünliberale), Patricio Frei (Grüne) und Markus Wanner (SP): Nachhaltige Wohn- und Mobilitätsformen, Anpassung der Parkplatzverordnung","https://www.uster.ch/politbusiness/287724?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=45","2015-07-07"
"49/2015","07.07.2015","Antrag","Antrag 49/2015 des Stadtrates: Kreditrahmen zur ""Förderung der Kinder- und Jugendarbeit in Ustermer Vereinen"", Erhöhung","https://www.uster.ch/politbusiness/294468?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=45","2015-07-07"
"35/2015","26.05.2015","Antrag","Antrag 35/2015 des Stadtrates: Festsetzung Privater Gestaltungsplan ""Zeughausareal""","https://www.uster.ch/politbusiness/282923?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=45","2015-05-26"
"34/2015","26.05.2015","Antrag","Antrag 34/2015 des Stadtrates: Entwicklung Zeughausareal, Phase 5","https://www.uster.ch/politbusiness/282917?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=45","2015-05-26"
"36/2015","26.05.2015","Antrag","Antrag des Stadtrates: Festsetzung Privater Gestaltungsplan ""Am Stadtpark"" und Masterplan ""Areale Am Stadtpark""","https://www.uster.ch/politbusiness/282921?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=45","2015-05-26"
"37/2015","26.05.2015","Antrag","Antrag des Stadtrates: Genehmigung Abrechnung Wettbewerbskredit Sanierung und Erweiterung Hallenbad Buchholz","https://www.uster.ch/politbusiness/282925?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=45","2015-05-26"
"530/2015","21.05.2015","Interpellation","Interpellation von Patricio Frei (Grüne) und Thomas Wüthrich (Grüne): Umsetzung des Energieplans","https://www.uster.ch/politbusiness/281768?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=45","2015-05-21"
"531/2015","18.05.2015","Motion","Motion von Mary Rauber (EVP) und Ivo Koller (BDP): Berufliche Integration und Gleichstellung fördern","https://www.uster.ch/politbusiness/281585?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=45","2015-05-18"
"32/2015","08.05.2015","Antrag","Antrag der Primarschulpflege: Schulhausanlage Pünt, Aufstockung des bestehenden Schulpavillon 1, Genehmigung der Bauabrechnung","https://www.uster.ch/politbusiness/280241?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=45","2015-05-08"
"33/2015","22.04.2015","Einzelinitiative","Einzelinitiative von Thomas Eschler: Friedenslinde zur Erinnerung an das Ende des Zweiten Weltkrieges","https://www.uster.ch/politbusiness/281587?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=46","2015-04-22"
"529/2015","13.04.2015","Anfrage","Anfrage 529/2015 von Paul Stopper (BPU) und Werner Kessler (BPU): Stand der Dinge des ""Pavillon Nouvel"" an der Schifflände in Niederuster","https://www.uster.ch/politbusiness/277363?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=46","2015-04-13"
"528/2015","07.04.2015","Anfrage","Anfrage 528/2015 von Jürg Gösken (Grünliberale) und Wolfgang Harder (CVP): Uster optimiert die städtischen Leistungen","https://www.uster.ch/politbusiness/276704?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=46","2015-04-07"
"22/2015","24.03.2015","Antrag","Antrag des Stadtrates: NPM-Jahresbericht 2014","https://www.uster.ch/politbusiness/276479?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=46","2015-03-24"
"24/2015","24.03.2015","Antrag","Antrag des Stadtrates: Jahresrechnung 2014","https://www.uster.ch/politbusiness/276480?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=46","2015-03-24"
"527/2015","17.03.2015","Anfrage","Anfrage 527/2015 von Paul Stopper (BPU) und Werner Kessler (BPU): Ausbau der Strecke Uster - Aathal auf Doppelspur und Realisierung einer S-Bahn-Haltestelle ""Oberuster""","https://www.uster.ch/politbusiness/274278?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=46","2015-03-17"
"30/2015","17.03.2015","Antrag","Antrag 30/2015 der Sekundarstufe Uster: Bewilligung einer integrierten Time-Out-Schule, Verlängerung für weitere zwei Jahre bis Ende Schuljahr 2016/2017","https://www.uster.ch/politbusiness/274634?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=46","2015-03-17"
"26/2015","17.03.2015","Antrag","Antrag der Sekundarstufe: Geschäftsbericht und Jahresrechnung 2014","https://www.uster.ch/politbusiness/276481?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=46","2015-03-17"
"29/2015","10.03.2015","Antrag","Antrag der Primarschulpflege: Genehmigung der Kreditabrechnung für die Einführung der Schulsozialarbeit (SSA)","https://www.uster.ch/politbusiness/274638?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=46","2015-03-10"
"28/2015","10.03.2015","Antrag","Antrag der Primarschulpflege: Genehmigung Projektierungskredit von 2'435'000 Franken für das neue Schulhaus Krämeracker","https://www.uster.ch/politbusiness/274639?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=46","2015-03-10"
"526/2015","27.02.2015","Postulat","Postulat 526/2015 von Jürg Gösken (parteilos), Ursula Räuftlin (Grünliberale) und Beatrice Mischol (Grünliberale): Multisportives Buchholz multimobil","https://www.uster.ch/politbusiness/272191?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=47","2015-02-27"
"525/2015","12.02.2015","Motion","Leistungsmotion von Patricio Frei (Grüne): Erhöhung der Beiträge für die Entwicklungszusammenarbeit im Ausland","https://www.uster.ch/politbusiness/271469?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=47","2015-02-12"
"27/2015","10.02.2015","Bericht und Antrag","Beschlussentwurf des Stadtrates an den Gemeinderat: Motion 576 ""Bezahlbarer Blockflöten-Unterricht""","https://www.uster.ch/politbusiness/271455?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=47","2015-02-10"
"522/2015","10.02.2015","Postulat","Postulat 522/2015 (statt Motion, Umwandlung) von Balthasar Thalmann (SP) und Meret Schneider (Grüne): Städtische Stiftung Kulturzentrum Uster","https://www.uster.ch/politbusiness/270396?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=47","2015-02-10"
"524/2015","10.02.2015","Anfrage","Anfrage 524/2015 von Markus Wanner (SP): Planungs- und Infrastrukturgewinne im Immobiliensektor","https://www.uster.ch/politbusiness/271464?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=47","2015-02-10"
"521/2015","09.02.2015","Anfrage","Anfrage 521/2015 von Thomas Wüthrich (Grüne): Umsetzung des Umweltartikels der Gemeindeordnung","https://www.uster.ch/politbusiness/270398?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=47","2015-02-09"
"523/2015","09.02.2015","Postulat","Postulat 523/2015 von Balthasar Thalmann (SP), Ursula Räuftlin (Grünliberale) und Meret Schneider (Grüne): Musikschule ins Herzen von Uster","https://www.uster.ch/politbusiness/271457?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=47","2015-02-09"
"25/2015","03.02.2015","Antrag","Antrag 25/2015 des Stadtrates: Baukredit für eine temporäre Dreifachturnhalle im Buchholz","https://www.uster.ch/politbusiness/270400?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=47","2015-02-03"
"520/2015","29.01.2015","Anfrage","Anfrage 520/2015 von Paul Stopper (BPU) und Werner Kessler (BPU): Wiedereinführung der Direktbuslinie vom Bahnhof Uster zur Schifflände via Poststrasse - Seestrasse - Wil","https://www.uster.ch/politbusiness/269558?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=47","2015-01-29"
"23/2015","22.01.2015","Bericht und Antrag","Antrag 23/2015 der Primarschulpflege: Schulhaus Niederuster, Pavillon (acht Klassenzimmer), Genehmigung Baukredit","https://www.uster.ch/politbusiness/268440?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=47","2015-01-22"
"519/2015","19.01.2015","Anfrage","Anfrage 519/2015 von Paul Stopper (BPU) und Werner Kessler (BPU): Aufwertung der Personenunterführung ""Mitte"" und Vergrösserung der (bewachten) Abstellmöglichkeiten für Velos am Bahnhof Uster","https://www.uster.ch/politbusiness/268369?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=48","2015-01-19"
"518/2014","18.12.2014","Anfrage","Anfrage 518/2014 von Balthasar Thalmann (SP): Planung Inselhof am Aabach","https://www.uster.ch/politbusiness/266883?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=48","2014-12-18"
"17A/2014","15.12.2014","Antrag","Antrag 17A/2014 des Stadtrates: Umwandlung des Zweckverbandes Spital Uster in eine gemeinnützige Aktiengesellschaft","https://www.uster.ch/politbusiness/261135?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=48","2014-12-15"
"517/2014","15.12.2014","Anfrage","Anfrage 517/2014 von Ursula Räuftlin (Grünliberale): Veloabstellplätze im Zentrum von Uster","https://www.uster.ch/politbusiness/265631?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=48","2014-12-15"
"21/2014","17.11.2014","Antrag","Antrag der Geschäftsleitung des Gemeinderats an den Gemeinderat betreffend Wiedererwägung Kreditbeschluss Umsetzung der Verordnung über das gebührenpflichtige Parkieren (VgP)","https://www.uster.ch/politbusiness/264830?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=48","2014-11-17"
"516/2014","12.11.2014","Anfrage","Anfrage 516/2014 von Ivo Koller (BDP): Entlöhnung des Stadtrates","https://www.uster.ch/politbusiness/262680?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=48","2014-11-12"
"Antwort 505/2014","05.11.2014","Bericht","Antwort des Stadtrates auf die Anfrage 505 von Paul Stopper betreffend Stadtarchiv in der unteren Farb","https://www.uster.ch/politbusiness/261121?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=48","2014-11-05"
"514/2014","03.11.2014","Motion","Motion von Jürg Gösken: Revision Verordnung über das Bürgerrecht der Stadt Uster","https://www.uster.ch/politbusiness/261120?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=48","2014-11-03"
"515/2014","01.11.2014","Postulat","Postulat von Ivo Koller et al. betreffend Standortwechsel des Mütterzentrums","https://www.uster.ch/politbusiness/261119?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=48","2014-11-01"
"Antwort 507/2014","29.10.2014","Bericht","Antwort des Stadtrates auf die Anfrage 507 betreffend Kommunale Volksabstimmung über folgende Varianten ""Unterführung Winterthurerstrasse"" und ""Geplante Strasse Uster West""","https://www.uster.ch/politbusiness/260342?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=48","2014-10-29"
"Antwort 510/2014","29.10.2014","Bericht","Antwort des Stadtrates auf die Anfrage 510 betreffend Umbau Brunnenstrasse (kantonale Strasse) durch die Stadt Uster","https://www.uster.ch/politbusiness/260344?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=49","2014-10-29"
"Antwort 504/2014","23.10.2014","Bericht","Antwort des Stadtrates auf die Anfrage 504 betreffend Finanzierung der Pro Juventute Elternbriefe","https://www.uster.ch/politbusiness/260341?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=49","2014-10-23"
"513/2014","20.10.2014","Anfrage","Anfrage 513/2014 von Markus Wanner (SP): Mindereinnahmen Stadt Uster","https://www.uster.ch/politbusiness/260340?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=49","2014-10-20"
"20/2014","14.10.2014","Antrag","Antrag des Stadtrates betreffend Quartierweiser Einführung von Tempo 30 in den Quartieren Feldhofstrasse, Nänikon, Riedikon und Wermatswil","https://www.uster.ch/politbusiness/259582?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=49","2014-10-14"
"19/2014","14.10.2014","Antrag","Antrag des Stadtrates betreffend Erneuerung / Sanierung der Marktelektrifizierung im Bereich ""Zentrum"" - Bauabrechnung Etappen 1 und 2","https://www.uster.ch/politbusiness/259581?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=49","2014-10-14"
"18/2014","03.10.2014","Antrag","Antrag 18/2014 der Primarschulpflege betreffend 2. Erweiterung der Tagesstrukturen an der Primarschule Uster","https://www.uster.ch/politbusiness/259580?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=49","2014-10-03"
"Antwort 501/2014","01.10.2014","Bericht","Antwort des Stadtrates auf die Anfrage 501 von Paul Stopper betreffend Nutzung der Villa am Aabach für das Stadt-Archiv und die Paul Kläui-Bibliothek","https://www.uster.ch/politbusiness/258292?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=49","2014-10-01"
"Antwort 592/2014","01.10.2014","Bericht und Antrag","Bericht und Antrag des Stadtrates zur Motion 592 von Cla Famos und Hans Keel betreffend sinnvolle Parkierungsverordnung für Uster","https://www.uster.ch/politbusiness/258280?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=49","2014-10-01"
"Antwort 600/2014","01.10.2014","Bericht und Antrag","Bericht und Antrag des Stadtrates betreffend Postulat 600 von Silvio Foiera und Hilda Schelldorfer betreffend Einsatz von Wasserstoff getriebenen Personenbussen und Kommunalfahrzeugen","https://www.uster.ch/politbusiness/258281?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=49","2014-10-01"
"Antwort 503/2014","29.09.2014","Bericht","Antwort des Stadtrates auf die Anfrage 503 von Richard Sägesser betreffend Reorganisation FEB-Modell","https://www.uster.ch/politbusiness/258282?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=49","2014-09-29"
"Antwort 508/2014","23.09.2014","Bericht","Antwort des Stadtrates auf die Anfrage 508 von Paul Stopper und Werner Kessler betreffend 1. Etappe der geplanten Strasse Uster West","https://www.uster.ch/politbusiness/258291?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=50","2014-09-23"
"10/2014","23.09.2014","Antrag","Antrag der Sekundarstufe Uster betreffend neues Personalrecht der Sekundarschulgemeinde Uster","https://www.uster.ch/politbusiness/258285?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=50","2014-09-23"
"512/2014","21.09.2014","Postulat","Postulat 512/2014 (statt Motion, Umwandlung) von Ursula Räuftlin (Grünliberale) und Wolfgang Harder (CVP): Umsetzung des Öffentlichkeitsprinzips","https://www.uster.ch/politbusiness/274779?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=50","2014-09-21"
"Antwort 511/2014","18.09.2014","Bericht","Antwort  des Stadtrates auf die Anfrage 511","https://www.uster.ch/politbusiness/266878?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=50","2014-09-18"
"12/2014","16.09.2014","Antrag","Voranschlag 2015 der Sekundarstufe Uster","https://www.uster.ch/politbusiness/258295?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=50","2014-09-16"
"14/2014","16.09.2014","Antrag","Voranschlag 2015 - Finanzplanung 2016-2018","https://www.uster.ch/politbusiness/258297?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=50","2014-09-16"
"2/2014","16.09.2014","Antrag","Leistungsaufträge 2015-2018, Globalbudgets 2015","https://www.uster.ch/politbusiness/258298?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=50","2014-09-16"
"13/2014","09.09.2014","Antrag","Antrag des Stadtrates: Energie Uster AG, Geschäftsbericht 2013","https://www.uster.ch/politbusiness/287334?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=50","2014-09-09"
"16/2014","02.09.2014","Antrag","Antrag des Stadtrates betreffend Einzelinitiative von Ornella Ferro ""Naturstrom zuerst""","https://www.uster.ch/politbusiness/254588?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=50","2014-09-02"
"11/2014","02.09.2014","Antrag","Antrag des Stadtrates betreffend Weiterführung ""Familienzentrum Uster""","https://www.uster.ch/politbusiness/254590?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=50","2014-09-02"
"510/2014","02.09.2014","Anfrage","Anfrage von Paul Stopper und Werner Kessler betreffend Umbau Brunnenstrasse (kantonale Strasse) durch die Stadt Uster","https://www.uster.ch/politbusiness/255295?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=51","2014-09-02"
"9A/2014","01.09.2014","Antrag","Antrag der Geschäftsleitung des Gemeinderats an den Gemeinderat betreffend Ausbau des Ratsinformationssystems","https://www.uster.ch/politbusiness/254587?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=51","2014-09-01"
"509/2014","01.09.2014","Anfrage","Anfrage 509/2014 von Balthasar Thalmann (SP): Stadthofsaal. Grau - statt Kunst am Bau","https://www.uster.ch/politbusiness/254586?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=51","2014-09-01"
"Antwort 580/2013","26.08.2014","Bericht und Antrag","Bericht und Antrag des Stadtrates betreffend Motion Nr. 580 der Ratsmitglieder Balthasar Thalmann und Jean-François Rossier betreffend ""Verbindliches Gesamtkonzept Schifflände Seebadi""","https://www.uster.ch/politbusiness/253804?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=51","2014-08-26"
"Antwort 601/2014","26.08.2014","Bericht","Antwort des Stadtrates auf die Anfrage Nr. 601 betreffend Unvereinbarkeit Gemeinderatsmitgliedschaft mit einer Anstellung als Projektleiterin bei der Stadt Uster","https://www.uster.ch/politbusiness/253805?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=51","2014-08-26"
"15/2014","20.08.2014","Volksinitiative","Bericht und Antrag 15/2014 des Stadtrates: Volksinitiative ""Eco Viva - bezahlbar und ökologisch wohnen""","https://www.uster.ch/politbusiness/253803?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=51","2014-08-20"
"506/2014","10.07.2014","Postulat","Postulat 506/2014 von Paul Stopper (BPU) und Werner Kessler (BPU): Verwirklichung der Fuss- und Radwegverbindung Post-/Gerichtsstrasse - Gotthardweg","https://www.uster.ch/politbusiness/251910?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=51","2014-07-10"
"Antwort 602/2014","09.07.2014","Bericht","Antwort des Stadtrates auf die Anfrage 602 betreffend Schliessung Stadthofsaal","https://www.uster.ch/politbusiness/249978?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=51","2014-07-09"
"8/2014","09.07.2014","Antrag","Antrag der Primarschulpflege betreffend Schulhaus Talacker, Pausenplatz - Bauabrechnung","https://www.uster.ch/politbusiness/249982?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=51","2014-07-09"
"7/2014","09.07.2014","Antrag","Antrag der Primarschulpflege betreffend Schulhausanlage Pünt, Erstellen Schulpavillon - Bauabrechnung","https://www.uster.ch/politbusiness/280244?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=51","2014-07-09"
"505/2014","07.07.2014","Anfrage","Anfrage von Paul Stopper betreffend Stadt-Archiv in der Unteren Farb","https://www.uster.ch/politbusiness/251909?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=52","2014-07-07"
"504/2014","02.07.2014","Anfrage","Anfrage von Mary Rauber betreffend Finanzierung der Pro Juventute Elternbriefe","https://www.uster.ch/politbusiness/249930?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=52","2014-07-02"
"503/2014","28.06.2014","Anfrage","Anfrage 503 von Richard Sägesser betreffend Reorganisation FEB-Modell","https://www.uster.ch/politbusiness/249293?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=52","2014-06-28"
"502/2014","24.06.2014","Interpellation","Interpellation 502 von Balthasar Thalmann betreffend Denkpause für Müliholz III","https://www.uster.ch/politbusiness/249292?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=52","2014-06-24"
"501/2014","20.06.2014","Anfrage","Anfrage 501 von Paul Stopper betreffend Nutzung der Villa am Aabach für das Stadt-Archiv und die Paul Käui-Bibliothek","https://www.uster.ch/politbusiness/248462?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=52","2014-06-20"
"5/2014","12.06.2014","Antrag","Antrag des Stadtrates betreffend Wahl der Delegierten Zweckverband Spital Uster","https://www.uster.ch/politbusiness/246913?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=52","2014-06-12"
"6/2014","12.06.2014","Antrag","Antrag des Stadtrates betreffend Wahl der Delegeriten Zweckverband Kehrrichtverwertung Zürcher Oberland KEZO","https://www.uster.ch/politbusiness/246910?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=52","2014-06-12"
"Antwort 603/2014","11.06.2014","Bericht","Antwort des Stadtrates auf die Anfrage 603 betreffend Wahlwerbung an Kandelabern","https://www.uster.ch/politbusiness/246907?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=52","2014-06-11"
"4/2014","27.05.2014","Antrag","Antrag 4/2014 der Primarschulpflege betreffend Schulanlage Gschwader, Raumbedarf Tagesstrukturen 2014","https://www.uster.ch/politbusiness/245431?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=52","2014-05-27"
